year,decade,team,conf,record,SP+,rank,Off. SP+,rank,Def. SP+,rank,ST SP+,rank,pctile,off_pctile,def_pctile,10yr_avg,5yr_avg
1938,1930s,Ole Miss,SEC,2-Sep,11.9,17,21.9,6,9.9,62,,,88.70%,97.60%,59.10%,52.80%,77.30%
1939,1930s,Ole Miss,SEC,2-Jul,16.8,4,22.1,4,5.3,22,,,96.40%,98.50%,84.60%,61.40%,85.70%
1940,1940s,Ole Miss,SEC,2-Sep,16.8,8,24.7,5,7.9,23,,,95.30%,98.00%,83.90%,69.00%,86.20%
1941,1940s,Ole Miss,SEC,6.5-2.5,15.9,13,19.9,22,4,13,,,90.60%,85.40%,90.90%,77.20%,87.40%
1942,1940s,Ole Miss,SEC,7-Feb,1.5,69,14.5,57,12.9,68,,,55.30%,56.40%,53.00%,79.80%,85.30%
1944,1940s,Ole Miss,SEC,6-Feb,-9.8,75,9.6,74,19.4,73,,,26.30%,23.40%,33.20%,,
1945,1940s,Ole Miss,SEC,5-Apr,-10.7,87,12.1,64,22.8,96,,,19.70%,34.00%,11.50%,,
1946,1940s,Ole Miss,SEC,7-Feb,-5.6,86,10.3,97,15.9,61,,,31.60%,21.30%,48.50%,,
1947,1940s,Ole Miss,SEC,2-Sep,13.5,14,21.6,26,8.1,21,,,85.70%,81.90%,84.20%,,
1948,1940s,Ole Miss,SEC,1-Aug,20.7,8,28.6,11,7.9,12,,,95.20%,93.40%,91.30%,,51.70%
1949,1940s,Ole Miss,SEC,4.5-5.5,6.3,44,26.5,20,20.2,62,,,69.10%,83.90%,46.70%,,60.20%
1950,1950s,Ole Miss,SEC,5-May,4,50,21.6,41,17.5,64,,,62.40%,67.40%,54.40%,,68.80%
1951,1950s,Ole Miss,SEC,6.5-3.5,11.1,23,25.6,24,14.5,36,,,82.10%,83.70%,73.60%,,78.90%
1952,1950s,Ole Miss,SEC,2-Sep,20.2,9,26.7,11,6.5,6,,,94.40%,90.00%,94.40%,,80.60%
1953,1950s,Ole Miss,SEC,7.5-2.5,18,8,25.4,9,7.4,9,,,94.00%,92.30%,90.80%,66.00%,80.40%
1954,1950s,Ole Miss,SEC,2-Sep,23.7,3,23.6,22,-0.1,1,,,97.30%,81.40%,98.70%,73.10%,86.00%
1955,1950s,Ole Miss,SEC,1-Oct,22,3,28.8,2,6.8,10,,,97.30%,98.60%,91.20%,80.90%,93.00%
1956,1950s,Ole Miss,SEC,3-Jul,16.9,7,21.7,23,4.8,3,,,93.70%,80.40%,94.70%,87.10%,95.30%
1957,1950s,Ole Miss,SEC,9.5-1.5,22.9,2,23.4,15,0.5,3,,,98.50%,90.20%,98.80%,88.40%,96.20%
1958,1950s,Ole Miss,SEC,2-Sep,22.2,4,24.4,9,2.2,3,,,97.60%,93.90%,97.10%,88.60%,96.90%
1959,1950s,Ole Miss,SEC,1-Oct,31.4,1,29.3,2,-2.1,1,,,99.80%,99.00%,99.20%,91.70%,97.40%
1960,1960s,Ole Miss,SEC,10.5-0.5,28,1,28.6,3,0.6,3,,,99.00%,98.90%,97.40%,95.40%,97.70%
1961,1960s,Ole Miss,SEC,2-Sep,27.5,1,30.5,3,3,3,,,99.10%,98.40%,97.10%,97.10%,98.80%
1962,1960s,Ole Miss,SEC,Oct-00,24.4,2,25.5,8,1.1,3,,,98.90%,93.50%,99.30%,97.50%,98.90%
1963,1960s,Ole Miss,SEC,2-Aug,23.1,1,22.5,15,-0.6,1,,,99.00%,91.00%,99.50%,98.00%,99.20%
1964,1960s,Ole Miss,SEC,5.5-5.5,12.6,10,20.3,23,7.7,12,,,91.20%,84.60%,90.40%,97.40%,97.50%
1965,1960s,Ole Miss,SEC,4-Jul,12.1,12,21.2,29,9.1,7,,,90.00%,76.70%,93.50%,96.70%,95.70%
1966,1960s,Ole Miss,SEC,3-Aug,13.1,14,15.7,67,2.6,2,,,89.10%,40.00%,98.60%,96.20%,93.60%
1967,1960s,Ole Miss,SEC,6.5-4.5,8.2,29,20.3,43,12.1,23,,,79.20%,62.80%,84.50%,94.30%,89.70%
1968,1960s,Ole Miss,SEC,7.5-3.5,7.3,38,21.1,65,13.8,16,,,73.00%,43.80%,89.20%,91.80%,84.50%
1969,1960s,Ole Miss,SEC,3-Aug,21.8,10,37.2,6,15.4,28,,,94.60%,96.60%,80.70%,91.30%,85.20%
1970,1970s,Ole Miss,SEC,4-Jul,16.1,17,32.3,12,16.2,28,,,88.60%,92.80%,74.60%,90.30%,84.90%
1971,1970s,Ole Miss,SEC,2-Oct,20.4,11,34.5,9,14.2,24,,,94.60%,96.40%,82.00%,89.80%,86.00%
1972,1970s,Ole Miss,SEC,5-May,14.1,15,23.4,42,9.3,13,,,87.60%,65.50%,92.20%,88.70%,87.70%
1973,1970s,Ole Miss,SEC,5-Jun,11.6,25,22.2,58,10.6,16,,,81.10%,55.20%,91.10%,86.90%,89.30%
1974,1970s,Ole Miss,SEC,8-Mar,-1.3,70,15.5,95,16.9,49,,,45.70%,28.50%,65.90%,82.30%,79.50%
1975,1970s,Ole Miss,SEC,5-Jun,6.2,44,17,93,10.8,19,,,69.50%,33.20%,89.40%,80.30%,75.70%
1976,1970s,Ole Miss,SEC,6-May,4.6,48,16.6,93,12,22,,,65.80%,32.70%,87.90%,78.00%,69.90%
1977,1970s,Ole Miss,SEC,6-May,5.4,52,19.9,79,14.5,33,,,67.00%,45.90%,79.50%,76.70%,65.80%
1978,1970s,Ole Miss,SEC,6-May,-1.1,77,17.1,97,18.3,57,,,46.00%,31.70%,63.00%,74.00%,58.80%
1979,1970s,Ole Miss,SEC,7-Apr,-2.7,82,22.2,52,25,115,,,40.10%,65.30%,21.20%,68.60%,57.70%
1980,1980s,Ole Miss,SEC,8-Mar,2.6,54,25.1,39,22.5,82,,,58.40%,71.90%,42.00%,65.60%,55.40%
1981,1980s,Ole Miss,SEC,4.5-6.5,-8,102,16.1,101,24.1,106,,,24.70%,29.10%,27.30%,58.60%,47.20%
1982,1980s,Ole Miss,SEC,7-Apr,-0.5,59,20.6,65,21.1,55,,,48.50%,44.40%,53.40%,54.70%,43.50%
1983,1980s,Ole Miss,SEC,6-Jun,-2.7,65,15,95,17.7,31,,,41.20%,17.60%,71.60%,50.70%,42.60%
1984,1980s,Ole Miss,SEC,4.5-6.5,2,53,18.1,83,16.2,17,,,57.20%,24.50%,86.60%,51.80%,46.00%
1985,1980s,Ole Miss,SEC,4.5-6.5,-0.4,59,20.3,64,20.7,53,,,48.80%,41.50%,55.10%,49.80%,44.10%
1986,1980s,Ole Miss,SEC,8.5-3.5,10.6,26,20.2,67,9.5,5,,,78.40%,37.20%,95.40%,51.00%,54.80%
1987,1980s,Ole Miss,SEC,8-Mar,-2.9,58,20.3,66,23.2,55,,,41.90%,36.10%,49.20%,48.50%,53.50%
1988,1980s,Ole Miss,SEC,6-May,1.4,51,18.7,76,17.3,30,,,53.80%,28.60%,75.30%,49.30%,56.00%
1989,1980s,Ole Miss,SEC,4-Aug,5.9,39,27.1,37,21.2,40,,,65.90%,62.60%,63.80%,51.90%,57.80%
1990,1990s,Ole Miss,SEC,3-Sep,4.7,38,23.6,54,18.9,35,,,63.80%,46.60%,73.60%,52.40%,60.80%
1991,1990s,Ole Miss,SEC,6-May,5.8,37,23.3,47,17.4,41,,,65.40%,54.80%,70.10%,56.50%,58.20%
1992,1990s,Ole Miss,SEC,3-Sep,9.2,25,20.1,65,10.9,7,,,76.90%,36.00%,93.00%,59.30%,65.10%
1993,1990s,Ole Miss,SEC,6-May,12.5,25,23.1,54,10.6,4,,,81.50%,43.40%,95.10%,63.40%,70.70%
1994,1990s,Ole Miss,SEC,7-Apr,5.5,39,23.5,55,18,27,,,65.40%,47.60%,78.90%,64.20%,70.60%
1995,1990s,Ole Miss,SEC,5-Jun,0.2,56,17.7,85,17.5,23,,,50.50%,20.10%,80.10%,64.40%,67.90%
1996,1990s,Ole Miss,SEC,6-May,-1.4,58,20.2,79,21.6,45,,,46.30%,26.40%,66.00%,61.10%,64.10%
1997,1990s,Ole Miss,SEC,4-Aug,10.3,27,25.2,59,14.9,15,,,75.20%,49.10%,86.80%,64.50%,63.80%
1998,1990s,Ole Miss,SEC,5-Jul,6,40,24.8,59,18.8,27,,,65.90%,48.10%,76.40%,65.70%,60.70%
1999,1990s,Ole Miss,SEC,4-Aug,14.8,16,28.7,37,13.9,10,,,85.80%,68.20%,91.70%,67.70%,64.70%
2000,2000s,Ole Miss,SEC,5-Jul,9.1,36,31.9,28,22.8,47,,,72.90%,75.90%,64.30%,68.60%,69.20%
2001,2000s,Ole Miss,SEC,4-Jul,12.6,22,36.9,11,24.3,53,,,81.30%,91.40%,60.00%,70.20%,76.20%
2002,2000s,Ole Miss,SEC,6-Jul,8.3,43,26.9,59,18.6,29,,,71.00%,52.40%,79.60%,69.60%,75.40%
2003,2000s,Ole Miss,SEC,3-Oct,18.6,14,37.1,13,18.5,26,,,89.20%,90.20%,80.20%,70.40%,80.00%
2004,2000s,Ole Miss,SEC,7-Apr,-0.7,64,21.6,86,22.4,51,,,47.90%,26.70%,64.20%,68.60%,72.50%
2005,2000s,Ole Miss,SEC,8-Mar,-8.4,87,12.7,113,21,34,,,28.60%,7.40%,73.50%,66.40%,63.60%
2006,2000s,Ole Miss,SEC,8-Apr,-2.5,67,16.3,91,19.2,43,0.4,50,43.50%,23.00%,65.90%,66.10%,56.00%
2007,2000s,Ole Miss,SEC,9-Mar,-4,68,24.5,79,26.8,57,-1.7,111,40.30%,30.50%,59.20%,62.60%,49.90%
2008,2000s,Ole Miss,SEC,4-Sep,17.9,16,30.1,32,13.8,15,1.6,15,88.60%,70.00%,89.20%,64.90%,49.80%
2009,2000s,Ole Miss,SEC,4-Sep,21.5,7,32.8,25,11.7,10,0.4,45,91.90%,82.10%,92.90%,65.50%,58.60%
2010,2010s,Ole Miss,SEC,8-Apr,6.1,45,34,33,28.7,68,0.8,37,64.60%,77.50%,43.90%,64.70%,65.80%
2011,2010s,Ole Miss,SEC,10-Feb,-7.3,84,16.3,107,25.5,55,1.8,12,31.30%,11.80%,56.80%,59.70%,63.40%
2012,2010s,Ole Miss,SEC,6-Jul,13.3,27,34.9,28,21.6,27,0.1,59,81.00%,75.70%,77.70%,60.70%,71.50%
2013,2010s,Ole Miss,SEC,5-Aug,15.5,24,34.7,29,18.2,20,-1,95,80.90%,74.90%,85.20%,59.90%,70.00%
2014,2010s,Ole Miss,SEC,4-Sep,22,9,33.2,35,10.9,2,-0.3,75,92.00%,70.80%,97.60%,64.30%,70.00%
2015,2010s,Ole Miss,SEC,3-Oct,23.5,5,37.2,24,15.1,14,1.4,21,94.10%,84.60%,91.40%,70.80%,75.90%
2016,2010s,Ole Miss,SEC,7-May,9,41,37.3,25,29.7,68,1.3,21,73.50%,84.20%,47.40%,73.80%,84.30%
2017,2010s,Ole Miss,SEC,6-Jun,7.1,43,36.3,17,30.8,84,1.6,17,68.20%,85.80%,35.30%,76.60%,81.70%
2018,2010s,Ole Miss,SEC,7-May,1.8,62,34.1,28,31.2,89,-1.2,103,54.80%,77.80%,35.70%,73.20%,76.50%
2019,2010s,Ole Miss,SEC,8-Apr,4.8,51,28.8,58,22.1,34,-1.9,118,61.90%,55.70%,72.60%,70.20%,70.50%
2020,2020s,Ole Miss,SEC,5-May,5.9,38,39.3,11,33.2,90,-0.2,96,67.60%,90.40%,28.10%,70.50%,65.20%
2021,2020s,Ole Miss,SEC,3-Oct,18.1,8,35.6,16,17.9,21,0.5,51,89.70%,88.90%,84.70%,76.40%,68.40%
2022,2020s,Ole Miss,SEC,5-Aug,16.7,14,38.3,13,22.5,38,0.9,33,88.20%,89.40%,71.60%,77.10%,72.40%
1930,1930s,Olympic Club,Indies,3-Jan,-10.4,91,6.1,85,16.6,89,,,20.20%,24.60%,21.40%,,
1932,1930s,Olympic Club,Indies,0-4,-11,111,3.6,111,14.6,104,,,16.70%,15.70%,21.80%,,
1933,1930s,Olympic Club,Indies,3-Jan,-13.3,123,4.4,113,17.7,125,,,10.70%,16.80%,9.70%,,
1890,1890s,Orange A.C.,Indies,1.5-3.5,-7.2,13,8.3,14,15.5,11,,,36.00%,30.90%,45.60%,,
1891,1890s,Orange A.C.,Indies,4-Jan,-13,26,6.2,26,19.1,21,,,23.20%,16.40%,34.50%,,
1892,1890s,Orange A.C.,Indies,3-Feb,-17.7,31,4,30,21.7,30,,,11.60%,14.90%,10.30%,,
1893,1890s,Orange A.C.,Indies,2-Jan,-13.4,26,4.1,32,17.5,19,,,18.80%,10.40%,37.90%,,
1894,1890s,Orange A.C.,Indies,5-Jan,-13.9,27,2.5,30,16.4,26,,,15.80%,12.40%,22.80%,,21.10%
1895,1890s,Orange A.C.,Indies,1.5-3.5,-14.4,27,0.8,28,15.2,22,,,12.60%,8.40%,22.70%,,16.40%
1916,1910s,Oregon,PCC,7.5-0.5,16.7,14,21.8,19,5.1,21,,,83.00%,79.70%,83.00%,,
1917,1910s,Oregon,PCC,3-Apr,1.9,50,10.8,61,9,40,,,54.40%,37.80%,68.60%,,
1918,1910s,Oregon,PCC,2-Apr,1.1,32,11,37,10,29,,,53.20%,45.00%,62.20%,,
1919,1910s,Oregon,PCC,2-May,9.2,21,13.9,31,4.7,22,,,78.40%,72.30%,80.30%,,
1920,1920s,Oregon,PCC,3.5-2.5,4.6,46,10.8,55,6.2,32,,,61.30%,44.90%,74.50%,,66.10%
1921,1920s,Oregon,PCC,6.5-2.5,5,39,11.8,49,6.8,36,,,63.90%,49.70%,74.70%,,62.20%
1922,1920s,Oregon,PCC,6.5-1.5,8.3,40,10,72,1.6,21,,,69.10%,39.60%,85.90%,,65.20%
1923,1920s,Oregon,PCC,3.5-4.5,3.6,53,8.5,70,4.8,37,,,60.00%,36.10%,75.30%,,66.50%
1924,1920s,Oregon,PCC,5.5-3.5,3.7,50,9.9,56,6.2,42,,,61.80%,50.20%,71.10%,,63.20%
1925,1920s,Oregon,PCC,1.5-5.5,-6.8,88,6.9,78,13.7,86,,,29.40%,30.90%,31.50%,61.50%,56.80%
1926,1920s,Oregon,PCC,2.5-4.5,-6.3,81,9.3,63,15.6,86,,,29.80%,41.60%,22.80%,56.10%,50.00%
1927,1920s,Oregon,PCC,2.5-4.5,-9.1,84,3.3,100,12.5,64,,,20.60%,7.40%,48.50%,52.80%,40.30%
1928,1920s,Oregon,PCC,2-Sep,11.5,20,18.9,16,7.4,34,,,83.00%,86.50%,71.90%,55.70%,44.90%
1929,1920s,Oregon,PCC,3-Jul,10,26,20.9,16,11,55,,,78.50%,87.90%,56.00%,55.70%,48.30%
1930,1930s,Oregon,PCC,2-Jul,8.9,29,13.3,46,4.4,17,,,76.30%,62.20%,83.40%,57.20%,57.60%
1931,1930s,Oregon,PCC,3-Jun,6.9,38,9.8,63,3,15,,,71.80%,42.90%,89.60%,58.00%,66.00%
1932,1930s,Oregon,PCC,6.5-3.5,7,41,9.2,68,2.2,11,,,73.00%,46.60%,88.60%,58.40%,76.50%
1933,1930s,Oregon,PCC,1-Sep,14.2,12,14.8,26,0.6,12,,,90.80%,84.10%,92.10%,61.50%,78.10%
1934,1930s,Oregon,PCC,4-Jun,4.8,50,12.2,49,7.4,46,,,67.60%,60.30%,71.30%,62.10%,75.90%
1935,1930s,Oregon,PCC,3-Jun,4.3,54,8.3,84,4,12,,,65.40%,35.90%,87.80%,65.70%,73.70%
1936,1930s,Oregon,PCC,2.5-6.5,-6.2,100,2.5,126,8.7,49,,,27.40%,7.60%,65.20%,65.40%,64.80%
1937,1930s,Oregon,PCC,6-Apr,-5.8,97,7,93,12.8,93,,,29.50%,30.70%,32.70%,66.30%,56.10%
1938,1930s,Oregon,PCC,5-Apr,-8.9,104,7,103,15.9,104,,,18.30%,21.50%,20.60%,59.90%,41.60%
1939,1930s,Oregon,PCC,3.5-4.5,-3.2,84,9.5,74,12.8,85,,,36.40%,38.70%,37.60%,55.60%,35.40%
1940,1940s,Oregon,PCC,4.5-4.5,1.2,61,10.6,90,9.4,29,,,54.60%,30.90%,76.40%,53.50%,33.20%
1941,1940s,Oregon,PCC,5-May,1.8,57,14,54,12.2,61,,,56.10%,55.90%,55.20%,51.90%,39.00%
1942,1940s,Oregon,PCC,6-Feb,-7.6,98,9.7,95,17.3,103,,,25.60%,29.50%,26.30%,47.20%,38.20%
1945,1940s,Oregon,PCC,6-Mar,-3.1,59,10,81,13.1,43,,,40.30%,24.70%,63.30%,,
1946,1940s,Oregon,PCC,4.5-4.5,-5.8,89,9.3,102,15.1,54,,,31.00%,17.20%,53.50%,,
1947,1940s,Oregon,PCC,3-Jul,5.2,44,15.5,61,10.3,34,,,65.90%,50.40%,75.70%,,
1948,1940s,Oregon,PCC,2-Sep,6.3,43,16.2,67,9.8,21,,,69.40%,42.30%,86.20%,,
1949,1940s,Oregon,PCC,6-Apr,4.4,50,26.2,22,21.8,75,,,63.50%,82.60%,38.30%,,54.00%
1950,1950s,Oregon,PCC,9-Jan,-9.3,98,9.6,113,18.9,70,,,23.40%,10.00%,48.00%,,50.60%
1951,1950s,Oregon,PCC,8-Feb,-12,102,16.1,82,28.1,109,,,15.90%,32.90%,10.30%,,47.60%
1952,1950s,Oregon,PCC,2.5-7.5,-11.7,99,10.5,103,22.2,87,,,17.90%,15.20%,26.40%,,38.00%
1953,1950s,Oregon,PCC,4.5-5.5,-4.9,80,6.3,108,11.3,26,,,33.50%,4.70%,78.20%,,30.80%
1954,1950s,Oregon,PCC,4-Jun,3.3,47,19.7,42,16.4,55,,,60.60%,63.60%,54.10%,42.10%,30.20%
1955,1950s,Oregon,PCC,4-Jun,7.8,30,20.7,24,12.9,40,,,75.20%,80.90%,65.10%,45.60%,40.60%
1956,1950s,Oregon,PCC,5-May,5.1,39,15.5,62,10.4,29,,,67.90%,43.60%,80.20%,49.30%,51.00%
1957,1950s,Oregon,PCC,4-Jul,8.8,25,13,69,4.1,6,,,80.00%,36.10%,95.60%,50.70%,63.50%
1958,1950s,Oregon,PCC,6-Apr,4.7,43,7.6,109,2.9,5,,,66.20%,7.20%,96.30%,50.40%,70.00%
1959,1950s,Oregon,Indies,2-Aug,9.4,25,19.5,29,10.1,31,,,79.90%,74.70%,77.20%,52.00%,73.80%
1960,1960s,Oregon,Indies,7.5-3.5,11.1,31,19.8,27,8.7,26,,,82.30%,78.30%,80.80%,57.90%,75.30%
1961,1960s,Oregon,Indies,6-Apr,5.5,40,16.2,51,10.7,24,,,68.10%,51.10%,78.00%,63.20%,75.30%
1962,1960s,Oregon,Indies,6.5-3.5,9.1,29,24.6,13,15.5,53,,,80.50%,91.20%,56.10%,69.40%,75.40%
1963,1960s,Oregon,Indies,3-Aug,12.3,15,26.4,3,14.1,53,,,89.30%,98.20%,59.20%,75.00%,80.00%
1964,1960s,Oregon,AAWU,7.5-2.5,12.4,12,21.7,15,9.3,20,,,90.80%,89.90%,84.30%,78.00%,82.20%
1965,1960s,Oregon,AAWU,4.5-5.5,4.8,35,20.7,34,15.9,56,,,69.30%,73.60%,57.80%,77.40%,79.60%
1966,1960s,Oregon,AAWU,7-Mar,-1.3,64,11.9,96,13.2,35,,,45.20%,19.40%,72.40%,75.20%,75.00%
1967,1960s,Oregon,AAWU,8-Feb,-6.4,91,11.4,105,17.7,57,,,26.40%,14.20%,53.20%,69.80%,64.20%
1968,1960s,Oregon,Pac-8,6-Apr,-3.2,75,14.2,108,17.4,30,,,39.30%,13.90%,76.00%,67.10%,54.20%
1969,1960s,Oregon,Pac-8,5.5-5.5,4.5,46,23,54,18.5,41,,,62.80%,55.30%,67.20%,65.40%,48.60%
1970,1970s,Oregon,Pac-8,6.5-4.5,7.8,36,31.1,16,23.4,91,,,72.00%,90.50%,36.50%,64.40%,49.10%
1971,1970s,Oregon,Pac-8,6-May,0.1,57,23,44,22.9,86,,,50.50%,63.90%,34.30%,62.60%,50.20%
1972,1970s,Oregon,Pac-8,7-Apr,-0.3,62,21.4,57,21.6,76,,,49.10%,54.40%,44.80%,59.50%,54.70%
1973,1970s,Oregon,Pac-8,9-Feb,-6.1,92,21.5,66,27.7,109,,,32.00%,52.00%,20.10%,53.70%,53.30%
1974,1970s,Oregon,Pac-8,9-Feb,-12,117,12.6,115,24.6,99,,,16.40%,16.50%,22.40%,46.30%,44.00%
1975,1970s,Oregon,Pac-8,8-Mar,-7.4,106,13.8,120,21.2,81,,,27.00%,18.30%,42.70%,42.10%,35.00%
1976,1970s,Oregon,Pac-8,7-Apr,-4.6,95,16.5,95,21.1,79,,,34.20%,31.90%,42.10%,41.00%,31.70%
1977,1970s,Oregon,Pac-8,9-Feb,-13.8,130,16,111,29.8,139,,,13.00%,26.20%,11.00%,39.60%,24.50%
1978,1970s,Oregon,Pac-10,9-Feb,-2.3,82,15.1,110,17.4,46,,,41.90%,21.90%,67.90%,39.90%,26.50%
1979,1970s,Oregon,Pac-10,5-Jun,1.2,64,19.6,70,18.4,60,,,54.30%,50.10%,56.80%,39.00%,34.10%
1980,1980s,Oregon,Pac-10,4-Jul,9.8,25,25.3,38,15.5,31,,,78.70%,73.00%,77.70%,39.70%,44.40%
1981,1980s,Oregon,Pac-10,9-Feb,-7.4,97,13.9,112,21.3,79,,,26.30%,19.20%,42.20%,37.30%,42.80%
1982,1980s,Oregon,Pac-10,2.5-8.5,-8.2,84,9.8,110,18,38,,,25.80%,6.20%,69.70%,35.00%,45.40%
1983,1980s,Oregon,Pac-10,4.5-6.5,-6.7,84,11.3,111,17.9,33,,,28.90%,7.50%,70.70%,34.60%,42.80%
1984,1980s,Oregon,Pac-10,5-Jun,2,52,23.3,53,21.3,50,,,57.50%,51.80%,61.00%,38.80%,43.40%
1985,1980s,Oregon,Pac-10,6-May,1.2,52,23.3,44,22.1,57,,,54.00%,59.60%,48.20%,41.50%,38.50%
1986,1980s,Oregon,Pac-10,6-May,-2.3,59,24.8,40,27.1,78,,,43.20%,63.30%,27.10%,42.40%,41.90%
1987,1980s,Oregon,Pac-10,5-Jun,1.5,46,22.6,56,21.1,40,,,54.30%,47.90%,58.90%,46.50%,47.60%
1988,1980s,Oregon,Pac-10,6-Jun,8.7,30,23,49,14.3,18,,,72.60%,47.90%,84.60%,49.60%,56.30%
1989,1980s,Oregon,Pac-10,4-Aug,16.3,15,30.6,24,14.3,16,,,87.10%,76.80%,86.90%,52.80%,62.20%
1990,1990s,Oregon,Pac-10,4-Aug,11.7,20,29.3,26,17.5,28,,,80.80%,74.20%,78.40%,53.10%,67.60%
1991,1990s,Oregon,Pac-10,8-Mar,1.4,50,20.2,60,18.8,44,,,53.80%,40.40%,64.60%,55.80%,69.70%
1992,1990s,Oregon,Pac-10,6-Jun,8,28,20,66,12,9,,,73.90%,35.60%,90.90%,60.60%,73.70%
1993,1990s,Oregon,Pac-10,6-May,5.1,35,26.3,46,21.2,40,,,64.20%,58.80%,65.00%,64.10%,72.00%
1994,1990s,Oregon,Pac-10,4-Sep,10.1,26,24.6,52,14.4,11,,,76.60%,52.50%,89.80%,66.10%,69.90%
1995,1990s,Oregon,Pac-10,3-Sep,7.8,28,27.1,42,19.3,30,,,70.80%,60.30%,73.80%,67.70%,67.90%
1996,1990s,Oregon,Pac-10,5-Jun,8,33,38.3,7,30.3,74,,,70.20%,93.60%,30.60%,70.40%,71.10%
1997,1990s,Oregon,Pac-10,5-Jul,14.5,20,37.1,9,22.7,47,,,83.00%,92.90%,61.50%,73.30%,73.00%
1998,1990s,Oregon,Pac-10,4-Aug,13.8,23,39.8,4,26,56,,,82.80%,96.00%,46.10%,74.30%,76.70%
1999,1990s,Oregon,Pac-10,3-Sep,12.5,22,33.5,16,21,39,,,81.80%,86.90%,69.50%,73.80%,77.70%
2000,2000s,Oregon,Pac-10,2-Oct,16.3,12,31.2,29,15,7,,,86.20%,73.40%,91.30%,74.30%,80.80%
2001,2000s,Oregon,Pac-10,1-Nov,18.7,8,37.7,9,18.9,23,,,90.70%,92.80%,79.80%,78.00%,84.90%
2002,2000s,Oregon,Pac-10,6-Jul,12.1,30,35.8,14,23.6,49,,,78.90%,87.90%,61.70%,78.50%,84.10%
2003,2000s,Oregon,Pac-10,5-Aug,5.6,43,30.9,35,25.3,60,,,64.60%,71.10%,54.20%,78.60%,80.40%
2004,2000s,Oregon,Pac-10,6-May,4.3,48,26.4,56,22,47,,,62.20%,50.90%,65.40%,77.10%,76.50%
2005,2000s,Oregon,Pac-10,2-Oct,18,17,41.6,7,23.6,43,,,88.80%,95.20%,62.30%,78.90%,77.00%
2006,2000s,Oregon,Pac-10,6-Jul,7.6,44,27.1,38,19,42,-0.5,75,68.80%,69.30%,67.00%,78.80%,72.70%
2007,2000s,Oregon,Pac-10,4-Sep,22,10,42,12,21.6,39,1.6,9,91.30%,92.50%,77.40%,79.60%,75.10%
2008,2000s,Oregon,Pac-10,3-Oct,14.9,21,41.4,8,25.9,62,-0.5,80,84.20%,96.00%,47.30%,79.80%,79.10%
2009,2000s,Oregon,Pac-10,3-Oct,19.2,13,38.9,2,21.5,43,1.7,12,89.40%,96.10%,68.10%,80.50%,84.50%
2010,2010s,Oregon,Pac-10,1-Dec,30.2,2,44.7,2,15.3,11,0.8,39,96.90%,97.60%,90.80%,81.60%,86.10%
2011,2010s,Oregon,Pac-12,2-Dec,25.2,7,48.4,3,24.1,45,0.8,35,95.30%,99.20%,62.90%,82.00%,91.40%
2012,2010s,Oregon,Pac-12,1-Dec,27.8,4,48.6,3,18.8,20,-2,120,96.70%,98.90%,85.60%,83.80%,92.50%
2013,2010s,Oregon,Pac-12,2-Nov,30.2,3,48.2,1,18,18,0,66,95.60%,97.90%,85.70%,86.90%,94.80%
2014,2010s,Oregon,Pac-12,13-2,28.1,4,48.2,2,19.9,24,-0.2,71,96.40%,98.60%,82.90%,90.30%,96.20%
2015,2010s,Oregon,Pac-12,4-Sep,14.6,27,46.1,5,31.1,78,-0.4,78,83.30%,97.80%,37.90%,89.80%,93.50%
2016,2010s,Oregon,Pac-12,8-Apr,0.5,67,39.9,17,39.1,110,-0.4,78,51.40%,90.70%,12.60%,88.10%,84.70%
2017,2010s,Oregon,Pac-12,6-Jul,5.4,48,34.2,26,28.1,65,-0.7,92,64.10%,79.50%,46.90%,85.30%,78.20%
2018,2010s,Oregon,Pac-12,4-Sep,6.8,43,31.7,36,23.2,39,-1.7,111,68.10%,67.90%,70.30%,83.70%,72.70%
2019,2010s,Oregon,Pac-12,2-Dec,18.8,17,36.8,15,17,22,-1.1,101,88.40%,86.90%,87.70%,83.60%,71.10%
2020,2020s,Oregon,Pac-12,3-Apr,10.4,27,36.4,20,25.9,44,-0.1,77,79.10%,82.60%,67.10%,81.80%,70.20%
2021,2020s,Oregon,Pac-12,4-Oct,9.6,37,31.7,36,23.2,45,1.1,24,75.00%,75.30%,66.00%,79.80%,74.90%
2022,2020s,Oregon,Pac-12,3-Oct,14.6,17,42.4,8,28.1,74,0.3,54,84.90%,95.40%,43.20%,78.60%,79.10%
1916,1910s,Oregon State,PCC,5-Apr,-9.7,71,6.7,72,16.3,67,,,29.00%,22.80%,39.30%,,
1917,1910s,Oregon State,PCC,4.5-2.5,-1.4,58,4.4,85,5.8,20,,,46.80%,14.80%,79.30%,,
1918,1910s,Oregon State,PCC,4-Feb,-7.9,55,1.8,69,9.7,27,,,27.60%,10.80%,63.70%,,
1919,1910s,Oregon State,PCC,4.5-4.5,-1.7,62,5.5,73,7.2,42,,,44.20%,26.50%,66.60%,,
1920,1920s,Oregon State,PCC,3-Mar,-5,66,4,83,9,43,,,37.70%,18.90%,63.30%,,37.10%
1921,1920s,Oregon State,PCC,4-May,4.5,40,10.1,64,5.6,29,,,62.60%,40.70%,79.60%,,43.80%
1922,1920s,Oregon State,PCC,4-Mar,0.1,60,4.3,101,4.2,33,,,50.30%,17.30%,79.30%,,44.50%
